1386,1442,1800
1390,1447,1800
1395,1453,1800
1399,1458,1800
1404,1463,1800
1408,1469,1800
1413,1474,1800
1417,1479,1800
1422,1485,1800
1426,1490,1800
1431,1495,1800
1435,1501,1800
1440,1506,1800
1445,1511,1800
1449,1516,1800
1454,1521,1800
1459,1527,1800
1463,1532,1800
1468,1537,1800
1473,1542,1800
1478,1547,1800
1482,1552,1800
1487,1558,1800
1492,1563,1800
1497,1568,1800
1502,1573,1800
1507,1578,1800
1511,1583,1800
1516,1588,1800
1521,1593,1800
1526,1598,1800
1531,1603,1800
1536,1608,1800
1541,1613,1800
1546,1618,1800
1551,1623,1800
1556,1628,1800
1561,1633,1800
1566,1638,1800
1571,1642,1800
1576,1647,1800
1581,1652,1800
1586,1657,1800
1591,1662,1800
1597,1667,1800
1602,1671,1800
1607,1676,1800
1612,1681,1800
1617,1686,1800
1622,1690,1800
1628,1695,1800
1633,1700,1800
1638,1704,1800
1643,1709,1800
1648,1714,1800
1654,1718,1800
1659,1723,1800
1664,1727,1800
1670,1732,1800
1675,1736,1800
1680,1741,1800
1686,1745,1800
1691,1750,1800
1696,1754,1800
1702,1759,1800
1707,1763,1800
1712,1767,1800
1718,1772,1800
1723,1776,1800
1729,1780,1800
1734,1784,1800
1740,1789,1800
1745,1793,1800
1751,1797,1800
1756,1801,1800
1762,1805,1800
1767,1809,1800
1773,1813,1800
1779,1817,1800
1784,1821,1800
1790,1825,1800
1796,1829,1800
1801,1833,1800
1807,1837,1800
1813,1841,1800
1819,1845,1800
1825,1848,1800
1831,1852,1800
1836,1856,1800
1842,1860,1800
1848,1863,1800
1854,1867,1800
1860,1870,1800
1866,1874,1800
1873,1877,1800
1879,1881,1800
1885,1884,1800
1891,1888,1800
1897,1891,1800
1904,1894,1800
1910,1898,1500
