1177,1330,1900
1178,1343,1900
1187,1361,1900
1203,1378,1900
1223,1394,1900
1241,1399,1900
1253,1396,1900
1260,1386,1900
1261,1367,1900
1260,1345,1900
1263,1325,1900
1272,1312,1900
1287,1308,1900
1305,1317,1900
1319,1334,1900
1324,1351,1900
1331,1343,1900
1321,1324,1900
1312,1313,1900
1292,1301,1900
1273,1300,1900
1260,1307,1900
1255,1325,1900
1252,1345,1900
1252,1367,1900
1252,1385,1900
1242,1392,1900
1226,1390,1900
1205,1374,1900
1191,1357,1900
1182,1339,1900
1171,1332,1900
1188,1348,1900
1175,1344,1600
1272,1297,1900
1258,1304,1900
1273,1308,1900
1282,1295,1900
1281,1312,1600
1251,1319,1900
1250,1335,1900
1250,1357,1900
1259,1375,1900
1258,1361,1900
1262,1344,1900
1254,1340,1900
1254,1363,1900
1253,1378,1900
1257,1376,1600
1297,1298,1900
1307,1316,1900
1316,1335,1900
1330,1351,1900
1334,1348,1600
1176,1347,1900
1191,1364,1900
1204,1381,1900
1207,1374,1900
1193,1357,1600
1248,1335,1900
1248,1358,1900
1249,1379,1900
1254,1392,1600
1191,1361,1900
1205,1378,1900
1229,1392,1900
1216,1389,1900
1228,1400,1900
1237,1394,1900
1244,1385,1600
1290,1415,1900
1303,1413,1900
1317,1410,1900
1328,1404,1900
1340,1397,1900
1352,1390,1900
1360,1397,1900
1346,1402,1900
1334,1409,1900
1323,1415,1900
1316,1422,1900
1338,1430,1900
1360,1438,1900
1380,1442,1900
1402,1448,1900
1392,1446,1900
1409,1456,1900
1411,1458,1900
1397,1452,1900
1381,1449,1900
1359,1443,1900
1339,1438,1900
1319,1432,1900
1318,1448,1900
1320,1467,1900
1320,1482,1900
1321,1497,1900
1324,1511,1900
1314,1496,1900
1313,1481,1900
1312,1466,1900
1310,1448,1900
1311,1432,1900
1323,1434,1900
1308,1422,1900
1297,1427,1900
1287,1431,1900
1274,1432,1900
1263,1435,1900
1250,1432,1900
1260,1429,1900
1271,1426,1900
1281,1422,1900
1292,1418,1900
1306,1416,1900
1315,1407,1900
1326,1401,1900
1338,1395,1900
1350,1387,1900
1364,1395,1900
1350,1399,1900
1340,1409,1900
1329,1415,1900
1326,1425,1900
1341,1437,1900
1347,1441,1900
1350,1432,1900
1365,1447,1900
1373,1450,1900
1382,1441,1900
1391,1455,1600
1288,1416,1900
1277,1420,1900
1266,1424,1900
1258,1430,1900
1248,1433,1900
1264,1439,1900
1274,1436,1900
1282,1429,1900
1293,1425,1900
1302,1421,1900
1313,1416,1900
1325,1410,1600
1309,1426,1900
1321,1443,1900
1321,1455,1900
1313,1451,1900
1308,1437,1600
1305,1427,1900
1307,1441,1900
1312,1458,1900
1322,1469,1900
1323,1481,1900
1311,1482,1900
1310,1471,1900
1316,1476,1600
1421,1464,1900
1423,1480,1900
1419,1495,1900
1416,1510,1900
1414,1524,1900
1410,1531,1900
1404,1535,1900
1396,1541,1900
1387,1546,1900
1379,1550,1900
1369,1551,1900
1373,1562,1900
1381,1558,1900
1391,1556,1900
1399,1551,1900
1408,1546,1900
1424,1548,1900
1440,1550,1900
1456,1551,1900
1475,1554,1900
1492,1553,1900
1474,1546,1900
1457,1546,1900
1438,1542,1900
1422,1541,1900
1416,1545,1900
1417,1544,1900
1401,1529,1900
1408,1520,1900
1410,1506,1900
1413,1491,1900
1417,1476,1900
1413,1478,1900
1428,1476,1900
1419,1465,1600
1408,1528,1900
1411,1544,1900
1405,1552,1900
1396,1557,1900
1391,1552,1900
1397,1544,1900
1406,1539,1900
1402,1545,1900
1391,1548,1900
1383,1552,1600
1388,1541,1900
1379,1546,1900
1371,1550,1900
1364,1554,1900
1378,1563,1900
1386,1559,1600
1416,1532,1900
1427,1546,1900
1443,1553,1900
1449,1543,1900
1463,1555,1900
1462,1542,1900
1473,1551,1600
1473,1542,1900
1485,1555,1900
1493,1548,1900
1486,1544,1900
1494,1547,1600
1434,1620,1900
1441,1619,1900
1450,1617,1900
1457,1611,1900
1464,1605,1900
1472,1599,1900
1480,1592,1900
1491,1587,1900
1500,1579,1900
1509,1571,1900
1522,1582,1900
1521,1598,1900
1520,1614,1900
1522,1632,1900
1522,1647,1900
1523,1663,1900
1528,1680,1900
1530,1695,1900
1533,1710,1900
1544,1721,1900
1549,1714,1900
1555,1707,1900
1561,1699,1900
1567,1691,1900
1574,1683,1900
1584,1676,1900
1591,1667,1900
1599,1658,1900
1603,1670,1900
1593,1677,1900
1585,1686,1900
1578,1694,1900
1572,1703,1900
1563,1708,1900
1558,1716,1900
1552,1723,1900
1548,1730,1900
1538,1730,1900
1530,1714,1900
1524,1697,1900
1521,1682,1900
1519,1667,1900
1515,1650,1900
1514,1635,1900
1512,1617,1900
1513,1601,1900
1514,1585,1900
1518,1596,1900
1502,1587,1900
1493,1595,1900
1485,1602,1900
1477,1609,1900
1467,1613,1900
1460,1619,1900
1453,1624,1900
1447,1629,1900
1436,1628,1900
1440,1625,1900
1444,1617,1900
1451,1611,1900
1458,1606,1900
1466,1599,1900
1473,1593,1600
1433,1621,1900
1442,1633,1900
1445,1626,1900
1452,1621,1600
1508,1567,1900
1499,1576,1900
1490,1583,1900
1484,1593,1900
1476,1600,1900
1471,1610,1900
1466,1618,1900
1459,1624,1900
1453,1630,1900
1447,1635,1600
1513,1572,1900
1506,1583,1900
1500,1594,1900
1491,1601,1900
1484,1608,1900
1476,1615,1600
1513,1652,1900
1526,1665,1900
1517,1670,1900
1520,1666,1900
1519,1651,1600
1521,1694,1900
1535,1708,1900
1527,1712,1900
1526,1713,1600
1528,1697,1900
1536,1713,1900
1540,1720,1900
1533,1723,1600
1537,1712,1900
1546,1712,1900
1551,1705,1900
1557,1698,1900
1563,1690,1900
1570,1682,1900
1578,1684,1900
1571,1692,1900
1567,1703,1900
1564,1713,1900
1559,1721,1900
1554,1728,1900
1549,1735,1900
1543,1729,1900
1548,1723,1600
1598,1654,1900
1603,1664,1900
1598,1676,1900
1590,1685,1900
1583,1694,1900
1577,1703,1600
1585,1749,1900
1585,1756,1900
1581,1764,1900
1587,1777,1900
1604,1794,1900
1621,1810,1900
1638,1826,1900
1653,1837,1900
1636,1819,1900
1620,1803,1900
1603,1787,1900
1586,1769,1900
1593,1764,1900
1598,1756,1900
1603,1748,1900
1614,1745,1900
1630,1759,1900
1646,1774,1900
1663,1789,1900
1651,1781,1900
1635,1766,1900
1618,1751,1900
1608,1746,1900
1603,1755,1900
1598,1763,1900
1594,1771,1900
1590,1763,1900
1592,1753,1900
1594,1742,1900
1602,1736,1900
1608,1727,1900
1615,1718,1900
1621,1709,1900
1629,1699,1900
1639,1691,1900
1655,1705,1900
1671,1718,1900
1687,1732,1900
1703,1745,1900
1696,1748,1900
1681,1733,1900
1671,1724,1900
1685,1739,1900
1703,1751,1900
1699,1739,1900
1683,1726,1900
1667,1712,1900
1651,1699,1900
1638,1693,1900
1630,1703,1900
1643,1703,1900
1659,1717,1900
1660,1715,1900
1644,1702,1900
1634,1704,1900
1629,1716,1900
