1628,1695,1800
1622,1696,1800
1619,1701,1800
1612,1703,1800
1606,1705,1800
1600,1707,1800
1593,1705,1800
1584,1705,1800
1577,1703,1800
1569,1700,1800
1562,1698,1800
1553,1691,1800
1544,1685,1800
1537,1681,1800
1528,1674,1800
1520,1666,1800
1512,1658,1800
1504,1650,1800
1496,1642,1800
1489,1633,1800
1483,1624,1800
1477,1614,1800
1473,1607,1800
1471,1600,1800
1466,1590,1800
1465,1581,1800
1465,1576,1800
1464,1568,1800
1465,1563,1800
1467,1556,1800
1471,1553,1800
1476,1549,1800
1481,1545,1800
1486,1541,1800
1491,1536,1800
1498,1534,1800
1508,1535,1800
1514,1534,1800
1523,1535,1800
1532,1536,1800
1540,1538,1800
1548,1539,1800
1559,1543,1800
1565,1546,1800
1574,1551,1800
1583,1557,1800
1590,1564,1800
1597,1571,1800
1604,1578,1800
1611,1585,1800
1617,1593,1800
1622,1602,1800
1628,1611,1800
1629,1619,1800
1635,1628,1800
1637,1636,1800
1637,1646,1800
1639,1654,1800
1637,1662,1800
1636,1668,1800
1635,1675,1800
1633,1683,1800
1629,1688,1800
1625,1693,1800
1621,1698,1800
1617,1702,1800
1611,1705,1800
1605,1707,1800
1600,1707,1800
1592,1707,1800
1584,1705,1800
1577,1703,1800
1569,1700,1500
