250,240,0
252,240,0
254,240,0
256,240,0
258,240,0
260,240,0
262,240,0
264,240,0
266,240,0
268,240,0
270,240,0
272,240,0
274,240,0
276,240,0
278,240,0
280,240,0
282,240,0
284,240,0
286,240,0
288,240,0
290,240,0
292,240,0
294,240,0
296,240,0
298,240,0
300,240,0
302,240,0
304,240,0
306,240,0
308,240,0
310,240,0
312,240,0
314,240,0
316,240,0
318,240,0
320,240,0
322,240,0
324,240,0
326,240,0
328,240,0
330,240,0
332,240,0
334,240,0
336,240,0
338,240,0
340,240,0
342,240,0
344,240,0
346,240,0
348,240,0
350,240,0
352,240,0
354,240,0
356,240,0
358,240,0
360,240,0
362,240,0
364,240,0
366,240,0
368,240,0
370,240,0
372,240,0
374,240,0
376,240,0
378,240,0
380,240,0
382,240,0
384,240,0
386,240,0
388,240,0
390,240,0
392,240,0
394,240,0
396,240,0
398,240,0
400,240,0
402,240,0
404,240,0
406,240,0
408,240,0
410,240,0
412,240,0
414,240,0
416,240,0
418,240,0
420,240,0
422,240,0
424,240,0
426,240,0
428,240,0
430,240,0
432,240,0
434,240,0
436,240,0
438,240,0
440,240,0
442,240,0
444,240,0
446,240,0
448,240,0
450,240,1
